Pod,Rank,Name_Clean,VP_Pile_1,VP_Pile_2,Total_VP,Win?,Total Rank Points,VP_Diff,Bystanders,Fun_Level,Win_Value,Win_Points,Turns_Value,Turns_Points,Turns_Rank,Escapes_Value,Escapes_Points,Escapes_Rank,PPT_Value,PPT_Points,PPT_Rank,Unique_Pod_ID,Pick 1,Pick 2,Attempt,Points Earned,Total Points,Cards Undercover
37,5.0,Mangostrike,34,67,101,1st,8.0,33,9.0,3/5,Yes,3.0,36,1,5th,0,3,1st,2.806,1,5th,Sp22_Pod_37,Angel,Gambit,,,,
38,1.0,OllieKitKat/Kylah15,6,67,73,1st,17.5,61,11.0,5/5,Yes,3.0,16,5,1st,1,4.5,1st,4.563,5,1st,Sp22_Pod_38,Cyclops,Lady Thor,,,,
38,3.0,Barrit,39,12,51,1st,11.5,27,2.0,3/5,Yes,3.0,19,4,2nd,2,2.5,3rd,2.684,2,4th,Sp22_Pod_38,Silver Surfer,Gambit,,,,
38,4.0,Thedaninblack,54,9,63,1st,10.0,45,2.0,3/5,Yes,3.0,24,1.5,4th,1,4.5,1st,2.625,1,5th,Sp22_Pod_38,Invisible Woman,Cyclops,,,,
38,5.0,Hobbes#4833,14,53,67,1st,8.5,39,4.0,1/5,Yes,3.0,24,1.5,4th,3,1,5th,2.792,3,3rd,Sp22_Pod_38,Lady Thor,Cyclops,,,,
39,1.0,JParnell,43,39,82,1st,14.5,4,6.0,3/5,Yes,3.5,34,3,2nd,1,4,1st,2.412,4,1st,Sp22_Pod_39,Iceman,Domino,,,,
39,2.0,Mikeygill97,46,14,60,1st,13.5,32,0,4/5,Yes,3.5,33,4,1st,2,3,2nd,1.818,3,2nd,Sp22_Pod_39,Multiple Man,Siryn,,,,
39,3.0,AntDude & Waspwoman,38,37,75,3rd,6.0,1,13.0,2/5,No,1.5,43,1,4th,4,1.5,3rd,1.744,2,3rd,Sp22_Pod_39,Iceman,Multiple Man,,,,
39,4.0,Drewfusmcge,47,29,76,3rd,6.0,18,9.0,1/5,No,1.5,46,2,3rd,4,1.5,3rd,1.652,1,4th,Sp22_Pod_39,Professor X,Phyla-Vell,,,,
40,1.0,Cerberin,30,27,57,1st,7.5,3,2.0,5/5,Yes,1.5,14,2,1st,0,2,1st,4.071,2,1st,Sp22_Pod_40,Shatterstar,Rictor,,,,
40,2.0,R3DJ0N#6458,65,24,89,1st,4.5,41,4.0,3/5,Yes,1.5,27,1,2nd,2,1,2nd,3.296,1,2nd,Sp22_Pod_40,Tigra,Hulk,,,,
41,1.0,Avataristche,61,20,81,1st,13.0,41,11.0,5/5,Yes,2.5,23,4,1st,0,2.5,1st,3.522,4,1st,Sp22_Pod_41,Mockingbird,Black Swan,,,,
41,2.0,Lamertien,46,27,73,1st,11.0,19,4.0,5/5,Yes,2.5,25,3,2nd,0,2.5,1st,2.92,3,2nd,Sp22_Pod_41,Mockingbird,Deathlok,,,,
41,3.0,Snash108,56,47,103,1st,8.0,9,10.0,4/5,Yes,2.5,36,1,4th,0,2.5,1st,2.861,2,3rd,Sp22_Pod_41,Agent Phil Coulson,Mockingbird,,,,
41,4.0,ClobberinTime & megablueJJ67,45,20,65,1st,8.0,25,9.0,3/5,Yes,2.5,27,2,3rd,0,2.5,1st,2.407,1,4th,Sp22_Pod_41,Iron Fist,Elektra,,,,
42,1.0,SilverFirePrime,27,47,74,1st,12.5,20,5.0,4/5,Yes,2.5,26,3,2nd,0,3,1st,2.846,4,1st,Sp22_Pod_42,Venom (Sinister Six),Gorgon,,,,
42,4.0,Off the Cuff,48,28,76,1st,5.5,20,2.0,4/5,Yes,2.5,33,1,4th,1,1,4th,2.303,1,4th,Sp22_Pod_42,Crystal,Karnak,,,,
43,1.0,Mr_Giraffe,60,22,82,1st,14.0,38,5.0,5/5,Yes,2.5,24,4,1st,1,3.5,1st,3.417,4,1st,Sp22_Pod_43,Thor (Heroes of Asgard),Iceman,,,,
43,3.0,JParnell,36,32,68,1st,8.5,4,8.0,3/5,Yes,2.5,34,2,3rd,3,2,3rd,2,2,3rd,Sp22_Pod_43,Psylocke,Forge,,,,
43,4.0,Mikeygill97,41,32,73,1st,5.5,9,10.0,5/5,Yes,2.5,37,1,4th,6,1,4th,1.973,1,4th,Sp22_Pod_43,Beast (X-Men),Wolverine (X-Force),,,,
44,1.0,Mr_Giraffe,32,76,108,1st,11.0,44,33.0,4/5,Yes,2.5,21,3,1st,0,2.5,1st,5.143,3,1st,Sp22_Pod_44,Wolverine (X-Men),Wolverine (X-Force),,,,
44,2.0,Avataristche,66,21,87,1st,9.0,45,15.0,5/5,Yes,2.5,29,2,2nd,0,2.5,1st,3,2,2nd,Sp22_Pod_44,Wolverine (X-Force),Hellcat,,,,
44,3.0,Lamertien,15,16,31,3rd,4.0,1,9.0,2/5,No,1.0,22,1,3rd,3,1,3rd,1.409,1,3rd,Sp22_Pod_44,Jean Grey,Bishop,,,,
45,1.0,OllieKitKat/Kylah15,25,68,93,1st,11.0,43,7.0,3/5,Yes,2.0,27,3,1st,0,3,1st,3.444,3,1st,Sp22_Pod_45,Iron Man,Ruby Summers,,,,
45,2.0,Wicked.pepper,58,53,111,1st,6.5,5,8.0,2/5,Yes,2.0,37,1,3rd,1,2,2nd,3,1.5,2nd,Sp22_Pod_45,Dazzler,Banshee,,,,
45,3.0,SilverFirePrime,41,61,102,1st,6.5,20,6.0,4/5,Yes,2.0,34,2,2nd,4,1,3rd,3,1.5,2nd,Sp22_Pod_45,Dazzler,Jubilee,,,,
46,2.0,Mr_Giraffe,60,33,93,1st,9.0,27,22.0,4/5,Yes,2.0,21,2.5,1st,1,1.5,2nd,4.429,3,1st,Sp22_Pod_46,Beast (X-Men),Beast (Illuminati),,,,
47,1.0,Cerberin,84,37,121,1st,7.0,47,16.0,5/5,Yes,1.5,27,2,1st,0,1.5,1st,4.481,2,1st,Sp22_Pod_47,Ms. Marvel,Siryn,,,,
47,2.0,R3DJ0N#6458,96,35,131,1st,5.0,61,20.0,3/5,Yes,1.5,31,1,2nd,0,1.5,1st,4.226,1,2nd,Sp22_Pod_47,Siryn,Cloak and Dagger,,,,
1,1,pspblink,28,23,51,1st,34,5,3,3/5,Yes,6.5,18,10,1st,1,9.5,1st,2.833,8,3rd,Sp23_Pod_1,Hulk,Rogue,Second attempt,,,
1,2,Sparky001,61,38,99,1st,32,23,20,4/5,Yes,6.5,22,6,4th,1,9.5,1st,4.5,10,1st,Sp23_Pod_1,Hawkeye,Hulk,First attempt,,,
1,3,Mangostrike,32,27,59,1st,28.5,5,10,4/5,Yes,6.5,21,8.5,2nd,2,7.5,3rd,2.81,6,5th,Sp23_Pod_1,Hulk,Rogue,First attempt,,,
1,4,JesterJeeto,27,35,62,1st,23,8,5,4/5,Yes,6.5,22,6,4th,3,3.5,5th,2.818,7,4th,Sp23_Pod_1,Emma Frost,Thor (Avengers),First attempt,,,
1,5,Yeeches,36,46,82,1st,22,10,15,5/5,Yes,6.5,25,3,8th,3,3.5,5th,3.28,9,2nd,Sp23_Pod_1,Gambit,Silver Surfer,First attempt,,,
1,6,kata124,23,21,44,1st,21.5,2,2,4/5,Yes,6.5,21,8.5,2nd,3,3.5,5th,2.095,3,8th,Sp23_Pod_1,Human Torch,Mr. Fantastic,Second attempt,,,
1,7,ItStartsWith1,19,42,61,1st,21,23,5,4/5,Yes,6.5,22,6,4th,3,3.5,5th,2.773,5,6th,Sp23_Pod_1,Invisible Woman,Rogue,Second attempt,,,
1,8,jpilger,42,20,62,1st,18,22,6,4/5,Yes,6.5,23,4,7th,3,3.5,5th,2.696,4,7th,Sp23_Pod_1,Human Torch,Nick Fury,Second attempt,,,
1,9,freeclint & gnomemaster,24,22,46,9th,11,2,9,4/5,No,1.5,29,1,10th,2,7.5,3rd,1.586,1,10th,Sp23_Pod_1,Human Torch,Gambit,First attempt,,,
1,10,jgoodnough,23,30,53,9th,9,7,11,1/5,No,1.5,33,2,9th,3,3.5,5th,1.606,2,9th,Sp23_Pod_1,Hulk,Invisible Woman,First attempt,,,
2,1,OllieKitKat & Kylah15,19,91,110,1st,32.5,72,41,4/5,Yes,5.5,19,9.5,1st,0,7.5,1st,5.789,10,1st,Sp23_Pod_2,Amadeus Cho,M,Second attempt,,,
2,2,Redblock,63,28,91,1st,31.5,35,9,5/5,Yes,5.5,19,9.5,1st,0,7.5,1st,4.789,9,2nd,Sp23_Pod_2,M,Warpath,First attempt,,,
2,4,Dre 2 point 0,60,30,90,1st,22.5,30,17,4/5,Yes,5.5,26,7,4th,2,2,9th,3.462,8,3rd,Sp23_Pod_2,Bruce Banner (World War Hulk),Caiera,Second attempt,,,
2,5,Mr. Omnishambles,43,26,69,1st,22,17,11,2/5,Yes,5.5,24,8,3rd,1,3.5,7th,2.875,5,6th,Sp23_Pod_2,Korg,Amadeus Cho,Second attempt,,,
2,6,illmatic,35,47,82,1st,20.5,12,18,4/5,Yes,5.5,30,3.5,7th,0,7.5,1st,2.733,4,7th,Sp23_Pod_2,M,Rictor,Second attempt,,,
2,7,CaptainMetroidica,35,41,76,1st,19.5,6,15,5/5,Yes,5.5,30,3.5,7th,0,7.5,1st,2.533,3,8th,Sp23_Pod_2,Korg,M,First attempt,,,
2,8,Mikeygill97,40,38,78,1st,17,2,11,4/5,Yes,5.5,31,2,9th,0,7.5,1st,2.516,2,9th,Sp23_Pod_2,M,Doctor Voodoo,First attempt,,,
2,9,Bronson,56,45,101,1st,16,11,22,2/5,Yes,5.5,32,1,10th,1,3.5,7th,3.156,6,5th,Sp23_Pod_2,Bruce Banner (World War Hulk),Gladiator Hulk,Second attempt,,,
2,10,Swagolas,48,17,65,1st,13,31,1,4/5,Yes,5.5,27,5.5,5th,4,1,10th,2.407,1,10th,Sp23_Pod_2,Phyla-Vell,Quasar,First attempt,,,
3,1,Drewfusmcge,23,25,48,1st,32.5,2,1,5/5,Yes,6.0,21,10,1st,0,7.5,1st,2.286,9,2nd,Sp23_Pod_3,Gamora,Star-Lord,First attempt,,,
3,2,dontfeedthegreen,30,35,65,1st,31.5,5,2,2/5,Yes,6.0,28,8,3rd,0,7.5,1st,2.321,10,1st,Sp23_Pod_3,Star-Lord,Daredevil Noir,Second attempt,,,
3,3,RemingtonChase,34,38,72,1st,28.5,4,2,4/5,Yes,6.0,32,7,4th,0,7.5,1st,2.25,8,3rd,Sp23_Pod_3,Princess Shuri,Iron Man Noir,Second attempt,,,
3,4,ChuckBau3r,25,33,58,1st,25.5,8,2,5/5,Yes,6.0,27,9,2nd,1,3.5,7th,2.148,7,4th,Sp23_Pod_3,Gamora,Star-Lord,Second attempt,,,
3,5,caseystahl1125,31,31,62,1st,23.5,0,1,4/5,Yes,6.0,33,6,5th,0,7.5,1st,1.879,4,7th,Sp23_Pod_3,Gamora,Star-Lord,First attempt,,,
3,7,arnolamme,50,21,71,1st,18.5,29,1,3/5,Yes,6.0,35,4.5,6th,2,2,9th,2.029,6,5th,Sp23_Pod_3,Daredevil Noir,General Okoye,First attempt,,,
3,9,DRobb & ShadowOfTheBat,34,34,68,1st,15.5,0,9,3/5,Yes,6.0,38,3,8th,1,3.5,7th,1.789,3,8th,Sp23_Pod_3,Princess Shuri,Spider-Man Noir,First attempt,,,
3,10,Montax30,7,8,15,10th,4,1,5,2/5,No,1.0,24,1,10th,4,1,10th,0.625,1,10th,Sp23_Pod_3,General Okoye,Princess Shuri,Second attempt,,,
4,1,Jean-Sebastien & Genevieve,68,33,101,1st,30.5,35,14,4/5,Yes,6.0,30,5.5,6th,0,8,1st,3.367,11,1st,Sp23_Pod_4,Human Torch,Mockingbird,First attempt,,,
4,2,Ceej,24,56,80,1st,30,32,4,4/5,Yes,6.0,28,8,4th,0,8,1st,2.857,8,4th,Sp23_Pod_4,Quake,Mockingbird,Second attempt,,,
4,3,BleshInTheFlesh,64,36,100,1st,29.5,28,16,4/5,Yes,6.0,30,5.5,6th,0,8,1st,3.333,10,2nd,Sp23_Pod_4,Quake,Scarlet Witch,First attempt,,,
4,4,ClobberinTime & megablueJJ67,23,30,53,1st,28,7,2,4/5,Yes,6.0,25,11,1st,0,8,1st,2.12,3,9th,Sp23_Pod_4,Human Torch,Quake,First attempt,,,
4,7,AntDude,61,35,96,1st,21,26,11,4/5,Yes,6.0,35,1,11th,0,8,1st,2.743,6,6th,Sp23_Pod_4,Darkhawk,Lady Sif,First attempt,,,
4,9,SilverGetzu & BanditBee,36,43,79,1st,20,7,3,4/5,Yes,6.0,34,2,10th,0,8,1st,2.324,4,8th,Sp23_Pod_4,Silver Surfer,Agent Phil Coulson,First attempt,,,
4,10,MrTInce,36,21,57,1st,19,15,2,3/5,Yes,6.0,27,9,3rd,3,2,10th,2.111,2,10th,Sp23_Pod_4,Mockingbird,Lady Sif,First attempt,,,
4,11,Coldvein & Raja0629,20,20,40,1st,15,0,1,4/5,Yes,6.0,29,7,5th,7,1,11th,1.379,1,11th,Sp23_Pod_4,Thing,Photon,Second attempt,,,
5,1,Grey Warden & Blue Queen,29,48,77,1st,34.5,19,7,4/5,Yes,8.5,37,8,2nd,0,9,1st,2.081,9,1st,Sp23_Pod_5,Groot,Spider-Woman,Second attempt,,,
5,2,GZUZROCKS & MyBestPardner,28,43,71,1st,33.5,15,3,3/5,Yes,8.5,36,9,1st,2,8,2nd,1.972,8,2nd,Sp23_Pod_5,Drax the Destroyer,X-23,First attempt,,,
5,3,Lasombra81,18,28,46,3rd,22,10,2,2/5,No,4.0,39,5.5,4th,3,6.5,3rd,1.179,6,4th,Sp23_Pod_5,Groot,Star-Lord,First attempt,,,
5,4,NukinFoobs & N3m3sis,26,37,63,3rd,21.5,11,8,1/5,No,4.0,38,4,6th,3,6.5,3rd,1.658,7,3rd,Sp23_Pod_5,Groot,Jubilee,First attempt,,,
5,5,Loconnole & Klcgolf,10,28,38,3rd,19.5,18,1,1/5,No,4.0,39,5.5,4th,5,5,5th,0.974,5,5th,Sp23_Pod_5,Psylocke,Banshee,Second attempt,,,
5,6,Canis & Mamabird,19,12,31,3rd,16,7,2,2/5,No,4.0,41,7,3rd,8,2,8th,0.756,3,7th,Sp23_Pod_5,Banshee,Star-Lord,First attempt,,,
5,7,nate the dawg & Emily,19,6,25,3rd,12.5,13,4,4/5,No,4.0,34,3,7th,6,3.5,6th,0.735,2,8th,Sp23_Pod_5,Drax the Destroyer,Psylocke,First attempt,,,
5,9,sethlikespizza & heheheath,11,10,21,3rd,8,1,1,1/5,No,4.0,31,2,8th,10,1,9th,0.677,1,9th,Sp23_Pod_5,Moon Knight,Drax the Destroyer,Second attempt,,,
6,1,R3DJ0N,36,30,66,1st,28,6,4,5/5,Yes,5.0,18,9,1st,0,5,1st,3.667,9,1st,Sp23_Pod_6,Angel,Wolverine (X-Force),First attempt,,,
6,3,CombatantMoth & QueenKate34,79,21,100,1st,24,58,15,5/5,Yes,5.0,30,6,4th,0,5,1st,3.333,8,2nd,Sp23_Pod_6,Angel,Quicksilver,Second attempt,,,
6,4,Jerzin,45,48,93,1st,19,3,5,4/5,Yes,5.0,32,4.5,5th,0,5,1st,2.906,4.5,5th,Sp23_Pod_6,Punisher,Angel,First attempt,,,
6,7,Avataristche,75,27,102,1st,18.5,48,9,3/5,Yes,5.0,33,2.5,7th,0,5,1st,3.091,6,4th,Sp23_Pod_6,"Captain Marvel, Agent of SHIELD",Angel,First attempt,,,
6,8,orbrover,54,37,91,1st,15.5,17,10,4/5,Yes,5.0,33,2.5,7th,0,5,1st,2.758,3,7th,Sp23_Pod_6,Slapstick,Solo,First attempt,,,
7,1,JustHarold,32,50,82,1st,29.5,18,7,3/5,Yes,6.0,25,8,2nd,0,8.5,1st,3.28,7,3rd,Sp23_Pod_7,Phyla-Vell,Nova (Avengers),First attempt,,,
7,3,Jinjoz,52,32,84,1st,26.5,20,6,3/5,Yes,6.0,27,6,4th,0,8.5,1st,3.111,6,4th,Sp23_Pod_7,Gladiator Hulk,Phyla-Vell,Second attempt,,,
7,4,Captain Cardone & Paisley5002,67,31,98,1st,26,36,6,3/5,Yes,6.0,29,5,5th,1,6,3rd,3.379,9,1st,Sp23_Pod_7,Spider-Woman,Phyla-Vell,Second attempt,,,
7,5,Silverfox & Blushingether,35,27,62,1st,26,8,6,4/5,Yes,6.0,20,9,1st,1,6,3rd,3.1,5,5th,Sp23_Pod_7,Captain Mar-Vell,Hulkbuster Iron Man,First attempt,,,
7,7,Frank7666,34,37,71,1st,12,3,3,5/5,Yes,6.0,34,4,6th,15,1,9th,2.088,1,9th,Sp23_Pod_7,Moon Knight,Symbiote Spider-Man,First attempt,,,
7,8,Bmcaleer,55,41,96,8th,8.5,14,8,5/5,No,1.5,37,2,8th,3,2,8th,2.595,3,7th,Sp23_Pod_7,Moon Knight,Spider-Woman,Second attempt,,,
7,9,FlipFlopManiac,21,43,64,8th,8,22,5,2/5,No,1.5,25,1,9th,2,3.5,6th,2.56,2,8th,Sp23_Pod_7,Rick Jones,Spider-Woman,Second attempt,,,
8,1,Snatchcat,41,66,107,1st,33.5,25,20,4/5,Yes,6.0,30,7.5,4th,0,9,1st,3.567,11,1st,Sp23_Pod_8,Wiccan,Hulkling,Second attempt,,,
8,2,Mr_Giraffe,62,44,106,1st,31.5,18,16,5/5,Yes,6.0,30,7.5,4th,0,9,1st,3.533,9,3rd,Sp23_Pod_8,Loki,Juggernaut,Second attempt,,,
8,4,AdvSwaY,20,65,85,1st,30,45,17,3/5,Yes,6.0,24,11,1st,3,3,7th,3.542,10,2nd,Sp23_Pod_8,Hercules,Venom (Sinister Six),First attempt,,,
8,5,Jmaster1324,62,54,116,1st,25.5,8,24,4/5,Yes,6.0,34,2.5,9th,0,9,1st,3.412,8,4th,Sp23_Pod_8,Electro,Green Goblin,First attempt,,,
8,6,Hatephd & EditedMist99,66,52,118,1st,23,14,23,5/5,Yes,6.0,35,1,11th,0,9,1st,3.371,7,5th,Sp23_Pod_8,Captain Marvel (Secret Wars Vol. 1),Lady Thor,First attempt,,,
8,8,Babybreloom,56,41,97,1st,19.5,15,13,5/5,Yes,6.0,32,5.5,6th,3,3,7th,3.031,5,7th,Sp23_Pod_8,Proxima Midnight,Captain Marvel (Secret Wars Vol. 1),Second attempt,,,
8,9,dyn0mike27,40,55,95,1st,18.5,15,2,4/5,Yes,6.0,32,5.5,6th,3,3,7th,2.969,4,8th,Sp23_Pod_8,"Captain America, Secret Avenger",Magik,First attempt,,,
8,10,Off the Cuff,53,40,93,1st,16,13,13,4/5,Yes,6.0,33,4,8th,3,3,7th,2.818,3,9th,Sp23_Pod_8,Proxima Midnight,Psi-Lord,Second attempt,,,
8,11,iburnicus,27,64,91,1st,12.5,37,11,4/5,Yes,6.0,34,2.5,9th,3,3,7th,2.676,1,11th,Sp23_Pod_8,"Namor, the Sub-Mariner",Super-Skrull,First attempt,,,
113,1.0,CGlied,63,31,94,1st,18.5,32,14.0,3/5,Yes,4.0,35,5,2nd,4,3.5,3rd,2.686,6,1st,Sp23_Pod_113,M,Fantastic Four United,Second attempt,,,
113,2.0,Off the Cuff,68,34,102,1st,17.0,34,3.0,4/5,Yes,4.0,42,2,5th,1,6,1st,2.429,5,2nd,Sp23_Pod_113,Scarlet Spider,War Machine,First attempt,,,
113,3.0,Astigmatic_Oracle,46,48,94,1st,15.0,2,4.0,3/5,Yes,4.0,39,4,3rd,3,5,2nd,2.41,2,5th,Sp23_Pod_113,Siryn,Symbiote Spider-Man,First attempt,,,
113,3.0,Mangostrike,53,17,70,1st,15.0,36,5.0,4/5,Yes,4.0,29,6,1st,5,2,5th,2.414,3,4th,Sp23_Pod_113,Darkhawk,War Machine,Second attempt,,,
113,5.0,AdvSwaY,43,54,97,1st,14.5,11,10.0,5/5,Yes,4.0,40,3,4th,4,3.5,3rd,2.425,4,3rd,Sp23_Pod_113,Darkhawk,War Machine,First attempt,,,
113,6.0,Snatchcat,22,16,38,6th,4.0,6,1.0,3/5,No,1.0,33,1,6th,7,1,6th,1.152,1,6th,Sp23_Pod_113,War Machine,Scarlet Spider,First attempt,,,
9,1,MicroDisney0505,36,29,65,1st,30.5,7,0,5/5,Yes,5.5,21,10,1st,0,6,1st,3.095,9,2nd,Sp23_Pod_9,Black Cat,Daredevil (Marvel Knights),First attempt,,,
9,2,Sparky001,62,25,87,1st,29.5,37,9,4/5,Yes,5.5,25,8,3rd,0,6,1st,3.48,10,1st,Sp23_Pod_9,Mr. Fantastic,Punisher,First attempt,,,
9,3,Ceej,27,34,61,1st,27.5,7,2,5/5,Yes,5.5,22,9,2nd,0,6,1st,2.773,7,4th,Sp23_Pod_9,Daredevil (Marvel Knights),Photon,First attempt,,,
9,4,Mr. Omnishambles,42,39,81,1st,24.5,3,3,3/5,Yes,5.5,29,5,5th,0,6,1st,2.793,8,3rd,Sp23_Pod_9,Forge,Nightcrawler,First attempt,,,
9,5,Lamertien,58,20,78,1st,22.5,38,2,3/5,Yes,5.5,29,5,5th,0,6,1st,2.69,6,5th,Sp23_Pod_9,Iron Fist,Daredevil (Marvel Knights),First attempt,,,
9,6,Astigmatic_Oracle,53,22,75,1st,19.5,31,3,3/5,Yes,5.5,29,5,5th,0,6,1st,2.586,3,8th,Sp23_Pod_9,Punisher,Forge,First attempt,,,
9,7,Mangostrike,40,40,80,1st,18.5,0,3,4/5,Yes,5.5,30,2,8th,0,6,1st,2.667,5,6th,Sp23_Pod_9,Domino,Forge,Second attempt,,,
9,8,ClobberinTime & megablueJJ67,36,42,78,1st,17.5,6,2,3/5,Yes,5.5,30,2,8th,0,6,1st,2.6,4,7th,Sp23_Pod_9,Elektra,Iron Fist,Second attempt,,,
9,9,ChuckBau3r,46,22,68,1st,15.5,24,3,4/5,Yes,5.5,27,7,4th,1,1,10th,2.519,2,9th,Sp23_Pod_9,Domino,Mr. Fantastic,Second attempt,,,
9,10,Dre 2 point 0,41,32,73,1st,14.5,9,1,3/5,Yes,5.5,30,2,8th,0,6,1st,2.433,1,10th,Sp23_Pod_9,Iron Fist,Punisher,Second attempt,,,
10,1,JustHarold,45,44,89,1st,32.5,1,17,4/5,Yes,7.0,24,7.5,3rd,0,8,1st,3.708,10,1st,Sp23_Pod_10,Star-Lord,Rocket Raccoon,First attempt,,,
10,2,BleshInTheFlesh,26,63,89,1st,30,37,15,2/5,Yes,7.0,25,6,5th,0,8,1st,3.56,9,2nd,Sp23_Pod_10,Captain Mar-Vell,Nova (Avengers),First attempt,,,
10,3,pspblink,27,25,52,1st,29,2,12,2/5,Yes,7.0,18,10,1st,0,8,1st,2.889,4,7th,Sp23_Pod_10,Gamora,Star-Lord,Second attempt,,,
10,4,caseystahl1125,35,34,69,1st,28,1,12,5/5,Yes,7.0,22,9,2nd,1,5,6th,3.136,7,4th,Sp23_Pod_10,M,Stepford Cuckoos,Second attempt,,,
10,5,AdvSwaY,53,34,87,1st,26,19,13,4/5,Yes,7.0,28,5,6th,0,8,1st,3.107,6,5th,Sp23_Pod_10,M,Stepford Cuckoos,Second attempt,,,
10,6,Redblock,38,47,85,1st,25.5,9,17,3/5,Yes,7.0,24,7.5,3rd,2,3,7th,3.542,8,3rd,Sp23_Pod_10,Rocket Raccoon,Phyla-Vell,Second attempt,,,
10,7,Jerzin,58,38,96,1st,17,20,20,2/5,Yes,7.0,35,4,7th,2,3,7th,2.743,3,8th,Sp23_Pod_10,Rocket Raccoon,Nebula,First attempt,,,
10,8,Yeeches,47,45,92,8th,13,2,19,4/5,No,2.0,34,1,10th,0,8,1st,2.706,2,9th,Sp23_Pod_10,Gamora,Rictor,First attempt,,,
10,9,Drewfusmcge,56,47,103,8th,12.5,9,19,2/5,No,2.0,35,2.5,8th,2,3,7th,2.943,5,6th,Sp23_Pod_10,Phyla-Vell,Rictor,First attempt,,,
10,10,Lasombra81,22,39,61,8th,6.5,17,12,3/5,No,2.0,35,2.5,8th,4,1,10th,1.743,1,10th,Sp23_Pod_10,Nebula,Gamora,First attempt,,,
11,1,OllieKitKat & Kylah15,12,50,62,1st,30.5,38,6,5/5,Yes,5.5,15,10,1st,1,5,5th,4.133,10,1st,Sp23_Pod_11,Princess Shuri,Wonder Man,Second attempt,,,
11,2,snash108 & SBPKECN,38,51,89,1st,27.5,13,6,5/5,Yes,5.5,24,9,2nd,1,5,5th,3.708,8,3rd,Sp23_Pod_11,Lady Thor,Princess Shuri,First attempt,,,
11,5,Jean-Sebastien & Genevieve,64,47,111,1st,22,17,6,4/5,Yes,5.5,34,4,7th,0,8.5,1st,3.265,4,7th,Sp23_Pod_11,Princess Shuri,Wonder Man,First attempt,,,
11,8,Grey Warden & Blue Queen,64,64,128,1st,19,0,5,4/5,Yes,5.5,36,2.5,8th,1,5,5th,3.556,6,5th,Sp23_Pod_11,Lady Thor,Princess Shuri,First attempt,,,
11,10,Loconnole & Klcgolf,27,40,67,1st,14.5,13,5,5/5,Yes,5.5,27,7,3rd,6,1,10th,2.481,1,10th,Sp23_Pod_11,Lady Thor,Wonder Man,Second attempt,,,
12,3,JesterJeeto,52,41,93,1st,27.5,11,3,4/5,Yes,5.5,28,6,5th,1,10,1st,3.321,6,5th,Sp23_Pod_12,Star-Lord (MCU),Bruce Banner (MCU),Second attempt,,,
12,4,RemingtonChase,56,29,85,1st,26,27,3,5/5,Yes,5.5,23,10,1st,5,2.5,8th,3.696,8,3rd,Sp23_Pod_12,Black Panther (MCU),Captain Marvel (MCU),Second attempt,,,
12,5,Jalt,45,53,98,1st,22,8,5,5/5,Yes,5.5,32,3.5,7th,2,8,2nd,3.063,5,6th,Sp23_Pod_12,Black Panther (MCU),Drax (MCU),Second attempt,,,
12,7,Snatchcat,40,35,75,1st,19.5,5,6,4/5,Yes,5.5,25,7.5,3rd,5,2.5,8th,3,4,7th,Sp23_Pod_12,Iron Man,Bruce Banner (MCU),Second attempt,,,
12,9,Jinjoz,54,40,94,1st,17,14,6,4/5,Yes,5.5,34,1.5,9th,2,8,2nd,2.765,2,9th,Sp23_Pod_12,Black Panther (MCU),Captain Marvel (MCU),Second attempt,,,
12,10,Jmaster1324,62,22,84,1st,12,40,2,4/5,Yes,5.5,34,1.5,9th,4,4,7th,2.471,1,10th,Sp23_Pod_12,Black Panther (MCU),Star-Lord (MCU),First attempt,,,
13,1,Avataristche,28,40,68,1st,31,12,18,5/5,Yes,5.0,20,9,1st,0,8,1st,3.4,9,1st,Sp23_Pod_13,Jessica Jones,Stepford Cuckoos,Second attempt,,,
13,2,dyn0mike27,23,20,43,1st,25.5,3,15,5/5,Yes,5.0,21,7.5,2nd,0,8,1st,2.048,5,5th,Sp23_Pod_13,Rictor,Shatterstar,First attempt,,,
13,3,Off the Cuff,17,33,50,1st,25,16,17,5/5,Yes,5.0,22,6,4th,0,8,1st,2.273,6,4th,Sp23_Pod_13,Thor (Heroes of Asgard),Multiple Man,First attempt,,,
13,4,CGlied,29,21,50,1st,23.5,8,16,4/5,Yes,5.0,21,7.5,2nd,2,3,6th,2.381,8,2nd,Sp23_Pod_13,Lady Sif,Thor (Heroes of Asgard),Second attempt,,,
13,5,Mikeygill97,27,28,55,1st,22.5,1,17,5/5,Yes,5.0,24,5,5th,1,5.5,4th,2.292,7,3rd,Sp23_Pod_13,Strong Guy,Shatterstar,First attempt,,,
13,6,arnolamme,49,14,63,1st,14.5,35,18,4/5,Yes,5.0,31,1,9th,1,5.5,4th,2.032,3,7th,Sp23_Pod_13,Jessica Jones,Ms. America,First attempt,,,
13,8,Montax30,33,22,55,1st,12.5,11,14,4/5,Yes,5.0,27,2.5,7th,3,1,9th,2.037,4,6th,Sp23_Pod_13,M,Man-Thing,First attempt,,,
13,9,ItStartsWith1,29,24,53,1st,12.5,5,18,4/5,Yes,5.0,27,2.5,7th,2,3,6th,1.963,2,8th,Sp23_Pod_13,Thor (Heroes of Asgard),Jessica Jones,First attempt,,,
