Pod,Rank,Name_Clean,VP_Pile_1,VP_Pile_2,Total_VP,Win?,Total Rank Points,VP_Diff,Bystanders,Fun_Level,Win_Value,Win_Points,Turns_Value,Turns_Points,Turns_Rank,Escapes_Value,Escapes_Points,Escapes_Rank,PPT_Value,PPT_Points,PPT_Rank,Unique_Pod_ID,Pick 1,Pick 2,Attempt,Points Earned,Total Points,Cards Undercover
32,1.0,Shaggy427,32,6,38,1st,30.5,26,1,4,Yes,5.5,19,9,2nd,0,9.5,1st,2,6.5,4th,Sp24_Pod_32,Captain America,Rogue,First attempt,(+10),20.0,
32,2.0,Narellish & ooskarr,22,54,76,1st,28,32,17,3,Yes,5.5,26,5,6th,1,7.5,3rd,2.923,10,1st,Sp24_Pod_32,Nick Fury,Black Widow (Avengers),Second attempt,(+9),19.0,
32,3.0,Kb_driven,41,7,48,1st,28,34,3,3,Yes,5.5,23,6,5th,1,7.5,3rd,2.087,9,2nd,Sp24_Pod_32,Hawkeye,Iron Man,First attempt,(+8),18.0,
32,4.0,Montax30,19,20,39,1st,27.5,1,2,2,Yes,5.5,20,7.5,3rd,0,9.5,1st,1.95,5,6th,Sp24_Pod_32,Emma Frost,Storm,First attempt,(+7),18.0,
32,5.0,KeeblerPowell,15,21,36,1st,24.5,6,5,5,Yes,5.5,18,10,1st,3,2.5,8th,2,6.5,4th,Sp24_Pod_32,Hawkeye,Hulk,First attempt,(+6),17.0,
32,6.0,scootsmagoots1986,37,18,55,1st,22.5,19,9,4,Yes,5.5,27,4,7th,2,5,5th,2.037,8,3rd,Sp24_Pod_32,Black Widow (Avengers),Rogue,First attempt,(+5),16.0,
32,7.0,iburnicus,23,31,54,1st,17,8,0,2,Yes,5.5,29,2.5,8th,2,5,5th,1.862,4,7th,Sp24_Pod_32,Captain America,Hulk,Second attempt,(+4),15.0,
32,8.0,orbrover,21,13,34,1st,16,8,1,4,Yes,5.5,20,7.5,3rd,4,1,10th,1.7,2,9th,Sp24_Pod_32,Captain America,Gambit,First attempt,(+3),13.0,
32,9.0,Chapmaca7,26,30,56,1st,14.5,4,9,4,Yes,5.5,32,1,10th,2,5,5th,1.75,3,8th,Sp24_Pod_32,Black Widow (Avengers),Rogue,Second attempt,(+2),12.0,
32,10.0,MrTInce,27,21,48,1st,11.5,6,6,4,Yes,5.5,29,2.5,8th,3,2.5,8th,1.655,1,10th,Sp24_Pod_32,Emma Frost,Gambit,First attempt,(+1),11.0,
33,1.0,pspblink & Adaline,35,23,58,1st,31.5,12,0,4,Yes,6.0,22,10,1st,0,7.5,1st,2.636,8,3rd,Sp24_Pod_33,Moondragon,Nova (Avengers),First attempt,(+10),19.0,
33,2.0,Bronson & Lighthouse,39,42,81,1st,28.5,3,2,4,Yes,6.0,28,6,5th,0,7.5,1st,2.893,9,2nd,Sp24_Pod_33,Agent Phil Coulson,Mr. Fantastic,Second attempt,(+9),19.0,
33,3.0,CK,52,11,63,1st,28.5,41,2,4,Yes,6.0,24,8.5,2nd,0,7.5,1st,2.625,6.5,4th,Sp24_Pod_33,Invisible Woman,Psi-Lord,First attempt,(+8),17.0,
33,4.0,cglied,31,35,66,1st,25.5,4,2,4,Yes,6.0,27,7,4th,0,7.5,1st,2.444,5,6th,Sp24_Pod_33,Agent Phil Coulson,Mockingbird,First attempt,(+7),17.0,
33,5.0,GamerGump,10,76,86,1st,24,66,12,3,Yes,6.0,29,5,6th,1,3,7th,2.966,10,1st,Sp24_Pod_33,Agent Phil Coulson,Ronan the Accuser,Second attempt,(+6),15.0,
33,6.0,CombatantMoth & QueenKate34,19,44,63,1st,22,25,3,4,Yes,6.0,24,8.5,2nd,2,1,10th,2.625,6.5,4th,Sp24_Pod_33,Invisible Woman,Fantastic Four United,Second attempt,(+5),14.0,
33,7.0,Pervavita & Catswifty,42,36,78,1st,20.5,6,1,5,Yes,6.0,32,3,8th,0,7.5,1st,2.438,4,7th,Sp24_Pod_33,Mr. Fantastic,Nova (Avengers),First attempt,(+4),14.0,
33,8.0,jpilger,56,18,74,1st,20.5,38,2,4,Yes,6.0,31,4,7th,0,7.5,1st,2.387,3,8th,Sp24_Pod_33,Mr. Fantastic,Nova (Avengers),First attempt,(+3),13.0,
33,9.0,Mikeygill97,26,48,74,1st,13,22,1,4,Yes,6.0,33,2,9th,1,3,7th,2.242,2,9th,Sp24_Pod_33,Nova (Avengers),Quasar,Second attempt,(+2),12.0,
33,10.0,jgoodnough & Daughter,13,29,42,10th,6,16,0,3,No,1.0,31,1,10th,1,3,7th,1.355,1,10th,Sp24_Pod_33,Mr. Fantastic,Super-Skrull,Second attempt,(+1),10.0,
34,1.0,realdanl,25,66,91,1st,36.5,41,13,2,Yes,8.0,29,10,1st,0,8.5,1st,3.138,10,1st,Sp24_Pod_34,Black Widow (Avengers),Punisher,Second attempt,(+10),19.0,
34,2.0,Flipflopmaniac,42,28,70,1st,30,14,3,3,Yes,8.0,32,9,2nd,1,5,5th,2.188,8,3rd,Sp24_Pod_34,Domino,Forge,First attempt,(+9),17.0,
34,3.0,Astigmatic_Oracle,54,23,77,1st,29.5,31,7,3,Yes,8.0,33,7.5,3rd,1,5,5th,2.333,9,2nd,Sp24_Pod_34,Angel,Professor X,Second attempt,(+8),16.0,
34,4.0,david_h11,48,41,89,1st,27.5,7,1,4,Yes,8.0,47,6,5th,0,8.5,1st,1.894,5,6th,Sp24_Pod_34,Daredevil (Marvel Knights),Punisher,First attempt,(+7),15.0,
34,5.0,royalroast,36,36,72,6th,22.5,0,8,2,No,3.0,38,5,6th,0,8.5,1st,1.895,6,5th,Sp24_Pod_34,Angel,Invisible Woman,Second attempt,(+6),15.0,
34,6.0,GreyWadejokis,31,29,60,1st,20,2,0,5,Yes,8.0,33,7.5,3rd,4,1.5,9th,1.818,3,8th,Sp24_Pod_34,Professor X,Thing,First attempt,(+5),14.0,
34,7.0,freeclint,42,26,68,6th,18,16,0,4,No,3.0,36,2.5,7th,0,8.5,1st,1.889,4,7th,Sp24_Pod_34,Iceman,Invisible Woman,First attempt,(+4),12.0,
34,8.0,aitmanga,42,35,77,6th,15.5,7,2,3,No,3.0,36,2.5,7th,2,3,8th,2.139,7,4th,Sp24_Pod_34,Iron Fist,Daredevil (Marvel Knights),First attempt,(+3),12.0,
34,9.0,Marvel0582 & Allison095,33,30,63,6th,12.5,3,1,3,No,3.0,36,2.5,7th,1,5,5th,1.75,2,9th,Sp24_Pod_34,Blade,Hulk,First attempt,(+2),10.0,
34,10.0,Tuba2k7 & Aliayc22,26,31,57,6th,8,5,1,4,No,3.0,36,2.5,7th,4,1.5,9th,1.583,1,10th,Sp24_Pod_34,Captain America,Hulk,Second attempt,(+1),9.0,
35,1.0,brentmcampbell & ruuhaku,29,28,57,1st,31.5,1,1,4,Yes,5.5,19,10,1st,0,8,1st,3,8,3rd,Sp24_Pod_35,Mockingbird,Hellcat,Second attempt,(+10),18.0,
35,2.0,Doormatte,63,25,88,1st,27.5,38,3,5,Yes,5.5,27,7,4th,1,5,6th,3.259,10,1st,Sp24_Pod_35,Darkhawk,War Machine,Second attempt,(+9),15.0,
35,3.0,Cubbiesnextyr & Wife,56,43,99,1st,27,13,2,4,Yes,5.5,32,4.5,6th,0,8,1st,3.094,9,2nd,Sp24_Pod_35,War Machine,Hawkeye,First attempt,(+8),15.0,
35,4.0,SharkNate-O & onthegeniusofsamrockwell,31,29,60,1st,26.5,2,2,3,Yes,5.5,23,9,2nd,0,8,1st,2.609,4,7th,Sp24_Pod_35,Agent Phil Coulson,Ronin,First attempt,(+7),14.0,
35,5.0,CaptainMetroidica,24,49,73,1st,22.5,25,2,5,Yes,5.5,29,6,5th,0,8,1st,2.517,3,8th,Sp24_Pod_35,Agent Phil Coulson,Mockingbird,First attempt,(+6),12.0,
35,6.0,sword'n'sorcery,64,41,105,1st,21.5,23,1,4,Yes,5.5,36,1,10th,0,8,1st,2.917,7,4th,Sp24_Pod_35,Hulk,Thor (Avengers),Second attempt,(+5),12.0,
35,7.0,Powerprime,32,29,61,1st,18,3,1,4,Yes,5.5,25,8,3rd,2,2.5,7th,2.44,2,9th,Sp24_Pod_35,Mockingbird,Quicksilver,First attempt,(+4),11.0,
35,8.0,Lasombra81,48,51,99,1st,16,3,3,4,Yes,5.5,35,2,9th,2,2.5,7th,2.829,6,5th,Sp24_Pod_35,Agent Phil Coulson,Mockingbird,First attempt,(+3),10.0,
35,9.0,caseystahl1125,47,44,91,1st,16,3,1,5,Yes,5.5,33,3,8th,2,2.5,7th,2.758,5,6th,Sp24_Pod_35,Darkhawk,Quicksilver,First attempt,(+2),8.0,
35,10.0,silverthorn3436,37,23,60,1st,13.5,14,2,5,Yes,5.5,32,4.5,6th,2,2.5,7th,1.875,1,10th,Sp24_Pod_35,"Captain Marvel, Agent of SHIELD",Gambit,First attempt,(+1),8.0,
36,1.0,DRobb & ShadowoftheBat,39,39,78,1st,23.5,0,14,5,Yes,4.5,32,6,2nd,1,7,1st,2.438,6,2nd,Sp24_Pod_36,Iceman,Groot,First attempt,(+10),13.0,
36,2.0,CoreyG,32,60,92,1st,19.5,28,29,5,Yes,4.5,30,7,1st,5,1,7th,3.067,7,1st,Sp24_Pod_36,Bishop,Jean Grey,First attempt,(+9),14.0,
36,3.0,M00M00KITTY & marnsupial,21,57,78,1st,18,36,15,5,Yes,4.5,36,4,4th,2,4.5,2nd,2.167,5,3rd,Sp24_Pod_36,Jean Grey,Namora,First attempt,(+8),12.0,
36,4.0,ItStartsWith1,45,40,85,1st,15,5,17,4,Yes,4.5,41,2,6th,2,4.5,2nd,2.073,4,4th,Sp24_Pod_36,Daredevil (Marvel Knights),Symbiote Spider-Man,First attempt,(+7),12.0,
36,5.0,Jmaster1324,23,45,68,1st,14.5,22,8,4,Yes,4.5,35,5,3rd,3,2,6th,1.943,3,5th,Sp24_Pod_36,Gamora,Groot,Second attempt,(+6),12.0,
36,6.0,energythief,40,28,68,1st,14,12,4,5,Yes,4.5,38,3,5th,2,4.5,2nd,1.789,2,6th,Sp24_Pod_36,Groot,Rocket Raccoon,First attempt,(+5),10.0,
36,7.0,Rey Plays Games!,16,22,38,7th,7.5,6,6,5,No,1.0,38,1,7th,2,4.5,2nd,1,1,7th,Sp24_Pod_36,Daredevil (Marvel Knights),Gladiator Hulk,Second attempt,(+4),9.0,
37,1.0,SnekeTV,52,39,91,1st,31.5,13,5,4,Yes,6.0,25,10,1st,0,5.5,1st,3.64,10,1st,Sp24_Pod_37,M,She-Hulk,First attempt,(+10),37.0,
37,2.0,Avataristche,53,36,89,1st,27.5,17,2,4,Yes,6.0,29,8,3rd,0,5.5,1st,3.069,8,3rd,Sp24_Pod_37,Caiera,She-Hulk,First attempt,(+9),34.0,
37,3.0,MicroDisney0505,35,66,101,1st,26.5,31,15,1,Yes,6.0,32,6,5th,0,5.5,1st,3.156,9,2nd,Sp24_Pod_37,Fantastic Four United,Strong Guy,First attempt,(+8),35.0,
37,4.0,Redblock,43,47,90,1st,25.5,4,3,3,Yes,6.0,31,7,4th,0,5.5,1st,2.903,7,4th,Sp24_Pod_37,General Okoye,White Wolf,Second attempt,(+7),32.0,
37,5.0,Adamantiumgambit,47,30,77,1st,25.5,17,4,2,Yes,6.0,28,9,2nd,0,5.5,1st,2.75,5,6th,Sp24_Pod_37,Fantastic Four United,General Okoye,Second attempt,(+6),32.0,
37,6.0,Jean-Sebastien & Genevieve,38,57,95,1st,22,19,5,3,Yes,6.0,34,4.5,6th,0,5.5,1st,2.794,6,5th,Sp24_Pod_37,M,"Miek, the Unhived",Second attempt,(+5),31.0,
37,7.0,R3DJ0N,28,63,91,1st,20,35,6,4,Yes,6.0,34,4.5,6th,0,5.5,1st,2.676,4,7th,Sp24_Pod_37,Fantastic Four United,Strong Guy,Second attempt,(+4),28.0,
37,8.0,NukinFoobs & N3m3sis,65,29,94,1st,17,36,6,3,Yes,6.0,37,2.5,8th,0,5.5,1st,2.541,3,8th,Sp24_Pod_37,General Okoye,White Wolf,First attempt,(+3),26.0,
37,9.0,Mangostrike,63,30,93,1st,16,33,5,5,Yes,6.0,37,2.5,8th,0,5.5,1st,2.514,2,9th,Sp24_Pod_37,Fantastic Four United,"Joe Fixit, Grey Hulk",Second attempt,(+2),26.0,
37,10.0,Adrian Miller,39,29,68,10th,8.5,10,7,1,No,1.0,35,1,10th,0,5.5,1st,1.943,1,10th,Sp24_Pod_37,Rictor,Gladiator Hulk,First attempt,(+1),25.0,
38,1.0,the.melkman. & Snapcity57,35,44,79,1st,30,9,1,3,Yes,5.5,19,9,1st,0,5.5,1st,4.158,10,1st,Sp24_Pod_38,Agent Phil Coulson,Quake,Second attempt,(+10),33.0,
38,2.0,JParnell,47,30,77,1st,25,17,2,4,Yes,5.5,23,5,6th,0,5.5,1st,3.348,9,2nd,Sp24_Pod_38,Iceman,Quake,First attempt,(+9),31.0,
38,3.0,Yeeches,27,38,65,1st,25,11,1,4,Yes,5.5,21,7,4th,0,5.5,1st,3.095,7,4th,Sp24_Pod_38,Wolverine (X-Force),Domino,First attempt,(+8),31.0,
38,4.0,Sandals,48,8,56,1st,24.5,40,2,4,Yes,5.5,19,9,1st,0,5.5,1st,2.947,4.5,6th,Sp24_Pod_38,Thing,Scarlet Spider,First attempt,(+7),29.0,
38,5.0,Zorotok,1,55,56,1st,24.5,54,3,5,Yes,5.5,19,9,1st,0,5.5,1st,2.947,4.5,6th,Sp24_Pod_38,Iceman,Professor X,Second attempt,(+6),28.0,
38,6.0,snash108 & SBPKECN,58,25,83,1st,23,33,2,4,Yes,5.5,25,4,7th,0,5.5,1st,3.32,8,3rd,Sp24_Pod_38,Iceman,Moon Knight,Second attempt,(+5),28.0,
38,7.0,Extra cheese & Pizza,45,35,80,1st,19.5,10,1,4,Yes,5.5,27,2.5,8th,0,5.5,1st,2.963,6,5th,Sp24_Pod_38,Invisible Woman,Quake,Second attempt,(+4),26.0,
38,8.0,WingedCrusader,43,19,62,1st,19,24,3,4,Yes,5.5,22,6,5th,0,5.5,1st,2.818,2,9th,Sp24_Pod_38,Wolverine (X-Force),Iceman,First attempt,(+3),25.0,
38,9.0,Wicked.pepper,44,39,83,1st,15,5,4,3,Yes,5.5,29,1,10th,0,5.5,1st,2.862,3,8th,Sp24_Pod_38,Agent Phil Coulson,Quake,Second attempt,(+2),25.0,
38,10.0,AntDude & WaspWoman,53,18,71,1st,14.5,35,1,4,Yes,5.5,27,2.5,8th,0,5.5,1st,2.63,1,10th,Sp24_Pod_38,Nightcrawler,Iceman,First attempt,(+1),24.0,
39,2.0,KelgatesKollections,73,21,94,1st,30,52,35,5,Yes,5.5,23,9,2nd,0,6.5,1st,4.087,9,2nd,Sp24_Pod_39,Electro,Green Goblin,Second attempt,(+9),30.0,
39,3.0,Chuck Bauer,42,37,79,1st,25,5,7,4,Yes,5.5,25,8,3rd,0,6.5,1st,3.16,5,6th,Sp24_Pod_39,Hulkling,Wasp (Ant-Man),Second attempt,(+8),30.0,
39,4.0,Justitiana,75,29,104,1st,23.5,46,24,3,Yes,5.5,31,4.5,6th,0,6.5,1st,3.355,7,4th,Sp24_Pod_39,Ant-Man (Ant-Man),Ultron,First attempt,(+7),28.0,
39,5.0,Buya & DSCern,50,42,92,1st,22,8,21,4,Yes,5.5,27,7,4th,1,1.5,9th,3.407,8,3rd,Sp24_Pod_39,Mysterio,Electro,Second attempt,(+6),26.0,
39,6.0,jwigand,71,32,103,1st,21,39,18,3,Yes,5.5,32,3,8th,0,6.5,1st,3.219,6,5th,Sp24_Pod_39,Ant-Man (Ant-Man),Goliath,First attempt,(+5),26.0,
39,8.0,Off the Cuff,51,48,99,1st,16,3,17,4,Yes,5.5,35,2,9th,0,6.5,1st,2.829,2,9th,Sp24_Pod_39,Ant-Man (Ant-Man),Dr. Octopus,Second attempt,(+3),24.0,
39,10.0,Dre 2 point 0,75,31,106,1st,14,44,20,5,Yes,5.5,39,1,10th,0,6.5,1st,2.718,1,10th,Sp24_Pod_39,Speedball,Wasp (Ant-Man),First attempt,(+1),21.0,
40,1.0,Zer00verride,44,62,106,1st,29.5,18,15,4,Yes,5.0,22,9,1st,1,6.5,3rd,4.818,9,1st,Sp24_Pod_40,Angel,Wolverine (X-Men),Second attempt,(+10),30.0,
40,2.0,captaincardone & paisley5002,30,75,105,1st,27,45,7,4,Yes,5.0,26,7.5,2nd,1,6.5,3rd,4.038,8,2nd,Sp24_Pod_40,Iceman,Wolverine (X-Men),Second attempt,(+9),28.0,
40,3.0,dontfeedthegreen,52,42,94,1st,24,10,3,4,Yes,5.0,27,5.5,4th,0,8.5,1st,3.481,5,5th,Sp24_Pod_40,Ghost Rider,Iron Fist,First attempt,(+8),27.0,
40,4.0,Loconnole & Klcgolf,76,32,108,1st,22,44,7,3,Yes,5.0,27,5.5,4th,2,4.5,5th,4,7,3rd,Sp24_Pod_40,Iceman,Jean Grey,First attempt,(+7),26.0,
40,5.0,Shaggy427,42,41,83,1st,21.5,1,5,2,Yes,5.0,28,4,6th,0,8.5,1st,2.964,4,6th,Sp24_Pod_40,Cable,Speed,First attempt,(+6),26.0,
40,6.0,zombiegamer5,72,37,109,1st,17,35,4,4,Yes,5.0,29,3,7th,4,3,7th,3.759,6,4th,Sp24_Pod_40,Thor (Avengers),Iceman,First attempt,(+5),25.0,
40,7.0,Dr_Polygon,19,24,43,1st,15,5,5,3,Yes,5.0,26,7.5,2nd,5,1.5,8th,1.654,1,9th,Sp24_Pod_40,War Machine,Ronin,Second attempt,(+4),23.0,
40,8.0,OleRockyTop,61,17,78,1st,12.5,44,5,4,Yes,5.0,40,1,9th,2,4.5,5th,1.95,2,8th,Sp24_Pod_40,Ghost Rider,War Machine,First attempt,(+3),23.0,
40,9.0,jiggliestpuff,45,34,79,1st,11.5,11,5,4,Yes,5.0,30,2,8th,5,1.5,8th,2.633,3,7th,Sp24_Pod_40,Wolverine (X-Men),Quicksilver,Second attempt,(+2),22.0,
41,1.0,GZUZROCKS & gzuzrules,27,41,68,1st,28,14,22,4,Yes,5.5,21,9,1st,0,6.5,1st,3.238,7,3rd,Sp24_Pod_41,Havok,Nova (Champions),First attempt,(+10),28.0,
41,2.0,Iceman & Spooderman,47,27,74,1st,26,20,28,5,Yes,5.5,24,8,2nd,0,6.5,1st,3.083,6,4th,Sp24_Pod_41,Nova (Champions),Darkhawk,Second attempt,(+9),27.0,
41,4.0,SilverFirePrime,35,55,90,1st,22,20,8,4,Yes,5.5,32,5,5th,0,6.5,1st,2.813,5,5th,Sp24_Pod_41,Nova (Champions),Polaris,First attempt,(+7),26.0,
41,5.0,pspblink & Adaline,31,28,59,1st,20.5,3,14,5,Yes,5.5,27,6.5,3rd,0,6.5,1st,2.185,2,8th,Sp24_Pod_41,Dr. Strange (Illuminati),"Captain Marvel, Agent of SHIELD",First attempt,(+6),25.0,
41,6.0,Bronson & Lighthouse,40,78,118,1st,20,38,16,2,Yes,5.5,33,4,6th,1,2.5,7th,3.576,8,2nd,Sp24_Pod_41,"Captain Marvel, Agent of SHIELD",Lady Thor,Second attempt,(+5),24.0,
41,7.0,JB007,48,24,72,1st,18.5,24,14,3,Yes,5.5,27,6.5,3rd,1,2.5,7th,2.667,4,6th,Sp24_Pod_41,Nova (Champions),Ronin,First attempt,(+4),22.0,
41,8.0,Narellish & ooskarr,45,56,101,1st,17,11,18,4,Yes,5.5,39,2,8th,0,6.5,1st,2.59,3,7th,Sp24_Pod_41,Banshee,Polaris,First attempt,(+3),22.0,
41,9.0,ElongatedMan,24,49,73,9th,4,25,15,3,No,1.0,37,1,9th,4,1,9th,1.973,1,9th,Sp24_Pod_41,Banshee,Psylocke,First attempt,(+2),20.0,
42,1.0,Jinjoz,19,79,98,1st,34.5,60,20,2,Yes,8.5,31,9,2nd,0,9,1st,3.161,8,3rd,Sp24_Pod_42,Solo,Venom (Venomverse),First attempt,(+10),27.0,
42,2.0,brentmcampbell & ruuhaku,62,61,123,1st,31.5,1,31,3,Yes,8.5,36,8,3rd,1,5,4th,3.417,10,1st,Sp24_Pod_42,Old Man Logan,Carnage,First attempt,(+9),27.0,
42,3.0,Ashyy23,53,29,82,1st,29,24,8,2,Yes,8.5,25,10,1st,2,1.5,9th,3.28,9,2nd,Sp24_Pod_42,Apocalyptic Kitty Pryde,Carnage,Second attempt,(+8),26.0,
42,4.0,PragmaticSquid,87,29,116,1st,27.5,58,26,4,Yes,8.5,37,7,4th,1,5,4th,3.135,7,4th,Sp24_Pod_42,Ms. Marvel,Venom (Venomverse),Second attempt,(+7),24.0,
42,5.0,Babybreloom,44,62,106,5th,21.5,18,26,4,No,3.5,37,3,8th,0,9,1st,2.865,6,5th,Sp24_Pod_42,Old Man Logan,Proxima Midnight,First attempt,(+6),23.0,
42,6.0,Drewfusmcge,49,37,86,5th,19,12,11,3,No,3.5,38,4.5,6th,0,9,1st,2.263,2,9th,Sp24_Pod_42,Ms. Marvel,Proxima Midnight,First attempt,(+5),23.0,
42,7.0,Mikip2023,45,43,88,5th,15.5,2,14,5,No,3.5,39,6,5th,1,5,4th,2.256,1,10th,Sp24_Pod_42,Black Bolt (Illuminati),Proxima Midnight,First attempt,(+4),21.0,
42,8.0,Kb_driven,48,27,75,5th,14.5,21,13,3,No,3.5,28,1,10th,1,5,4th,2.679,5,6th,Sp24_Pod_42,Venom (Venomverse),Carnage,Second attempt,(+3),21.0,
42,9.0,Minos_Griffin,59,39,98,5th,13.5,20,23,2,No,3.5,38,4.5,6th,2,1.5,9th,2.579,4,7th,Sp24_Pod_42,Carnage,Ms. Marvel,First attempt,(+2),19.0,
42,10.0,Montax30,58,28,86,5th,13.5,30,16,1,No,3.5,36,2,9th,1,5,4th,2.389,3,8th,Sp24_Pod_42,Ms. Marvel,Solo,First attempt,(+1),19.0,
43,1.0,Techfiend,21,48,69,1st,37.5,27,5,4,Yes,7.5,26,11,1st,0,8,1st,2.654,11,1st,Sp24_Pod_43,M,Rogue,First attempt,(+11),27.0,
43,2.0,Swagolas,31,35,66,1st,34.5,4,2,4,Yes,7.5,27,10,2nd,0,8,1st,2.444,9,3rd,Sp24_Pod_43,Thor (Avengers),Storm,Second attempt,(+10),26.0,
43,3.0,Gideon Wyatt & Mrs. Gideon Wyatt,49,25,74,1st,34,24,2,2,Yes,7.5,29,8.5,3rd,0,8,1st,2.552,10,2nd,Sp24_Pod_43,Gambit,Rogue,Second attempt,(+9),25.0,
43,4.0,Flipflopmaniac,47,21,68,1st,28.5,26,3,5,Yes,7.5,33,7,5th,0,8,1st,2.061,6,6th,Sp24_Pod_43,M,Rogue,First attempt,(+8),25.0,
43,5.0,cglied,43,27,70,1st,25.5,16,2,3,Yes,7.5,29,8.5,3rd,4,1.5,10th,2.414,8,4th,Sp24_Pod_43,M,Wolverine (X-Men),First attempt,(+7),24.0,
43,6.0,mrdollar11 & TheSquishyFish,39,42,81,1st,24.5,3,8,4,Yes,7.5,34,6,6th,1,4,8th,2.382,7,5th,Sp24_Pod_43,Rogue,Black Widow (Avengers),First attempt,(+6),22.0,
43,7.0,scootsmagoots1986,61,3,64,1st,19,58,4,4,Yes,7.5,35,5,7th,4,1.5,10th,1.829,5,7th,Sp24_Pod_43,Rictor,Siryn,First attempt,(+5),21.0,
43,8.0,CK,39,29,68,1st,18.5,10,8,4,Yes,7.5,38,4,8th,3,3,9th,1.789,4,8th,Sp24_Pod_43,Black Widow (Avengers),Rogue,Second attempt,(+4),21.0,
43,9.0,KeeblerPowell,27,22,49,9th,15,5,3,5,No,2.0,31,3,9th,0,8,1st,1.581,2,10th,Sp24_Pod_43,M,Rictor,First attempt,(+3),20.0,
43,10.0,Organous,22,16,38,9th,15,6,5,1,No,2.0,24,2,10th,0,8,1st,1.583,3,9th,Sp24_Pod_43,Wolverine (X-Men),Rogue,First attempt,(+2),18.0,
43,11.0,hatephd & EditedMist99,16,1,17,9th,12,15,1,3,No,2.0,20,1,11th,0,8,1st,0.85,1,11th,Sp24_Pod_43,Rictor,M,First attempt,(+1),17.0,
44,1.0,GamerGump,42,57,99,1st,35,15,3,4,Yes,6.5,35,10.5,1st,0,9,1st,2.829,9,3rd,Sp24_Pod_44,Elsa Bloodstone (Marvel Knights),Nova (Champions),Second attempt,(+11),26.0,
44,2.0,david_h11,42,71,113,1st,34.5,29,13,5,Yes,6.5,36,8,3rd,0,9,1st,3.139,11,1st,Sp24_Pod_44,Werewolf by Night,Howard the Duck,First attempt,(+10),25.0,
44,3.0,ceejatec,56,48,104,1st,29.5,8,7,5,Yes,6.5,37,6,6th,0,9,1st,2.811,8,4th,Sp24_Pod_44,Ronin,Photon,Second attempt,(+9),23.0,
44,4.0,Doormatte,64,52,116,1st,29,12,10,5,Yes,6.5,39,3.5,8th,0,9,1st,2.974,10,2nd,Sp24_Pod_44,Viv Vision,Ronin,Second attempt,(+8),23.0,
44,5.0,iburnicus,46,55,101,1st,26,9,9,2,Yes,6.5,36,8,3rd,1,4.5,6th,2.806,7,5th,Sp24_Pod_44,Totally Awesome Hulk,Ms. Marvel,Second attempt,(+7),22.0,
44,6.0,Pyromagnus & Shoshielynn,50,42,92,1st,25.5,8,8,5,Yes,6.5,35,10.5,1st,1,4.5,6th,2.629,4,8th,Sp24_Pod_44,Nova (Champions),"Blade, Daywalker",First attempt,(+6),21.0,
44,7.0,Astigmatic_Oracle,53,47,100,1st,25,6,10,4,Yes,6.5,36,8,3rd,1,4.5,6th,2.778,6,6th,Sp24_Pod_44,"Blade, Daywalker",Werewolf by Night,First attempt,(+5),21.0,
44,8.0,Allman,47,49,96,1st,17,2,5,4,Yes,6.5,38,5,7th,1,4.5,6th,2.526,1,11th,Sp24_Pod_44,Howard the Duck,Ms. America,First attempt,(+4),19.0,
44,9.0,Cubbiesnextyr & Wife,58,29,87,11th,16,29,8,4,No,1.0,33,1,11th,0,9,1st,2.636,5,7th,Sp24_Pod_44,"Wong, Master of the Mystic Arts","Blade, Daywalker",First attempt,(+3),18.0,
44,10.0,royalroast,60,41,101,1st,14,19,9,3,Yes,6.5,39,3.5,8th,3,1,11th,2.59,3,9th,Sp24_Pod_44,"Wong, Master of the Mystic Arts",Ms. Marvel,First attempt,(+2),17.0,
44,11.0,Canis & MamaBird,49,54,103,1st,12.5,5,4,4,Yes,6.5,40,2,10th,2,2,10th,2.575,2,10th,Sp24_Pod_44,Howard the Duck,Scarlet Witch,Second attempt,(+1),16.0,
45,1.0,Bikk Bikk,12,47,59,1st,37,35,3,4,Yes,6.5,22,11,1st,0,9.5,1st,2.682,10,2nd,Sp24_Pod_45,Ant-Man (Ant-Man),Hulkbuster Iron Man,Second attempt,(+11),25.0,
45,2.0,CoreyG,42,20,62,1st,33,22,7,5,Yes,6.5,23,9.5,2nd,1,6,5th,2.696,11,1st,Sp24_Pod_45,She-Hulk,Silver Surfer,Second attempt,(+10),24.0,
45,3.0,orbrover,44,21,65,1st,29,23,1,4,Yes,6.5,25,7.5,4th,1,6,5th,2.6,9,3rd,Sp24_Pod_45,Hulkbuster Iron Man,Wonder Man,Second attempt,(+9),22.0,
45,4.0,gscrap,42,9,51,1st,25.5,33,0,4,Yes,6.5,23,9.5,2nd,2,3.5,8th,2.217,6,6th,Sp24_Pod_45,Ant-Man (Ant-Man),Silver Surfer,First attempt,(+8),22.0,
45,5.0,CombatantMoth & QueenKate34,31,26,57,1st,23,5,1,3,Yes,6.5,25,7.5,4th,3,2,10th,2.28,7,5th,Sp24_Pod_45,Silver Surfer,Ant-Man (Ant-Man),First attempt,(+7),21.0,
45,7.0,GreyWadejokis,44,26,70,1st,21,18,3,5,Yes,6.5,37,3,9th,0,9.5,1st,1.892,2,10th,Sp24_Pod_45,Quicksilver,Silver Surfer,First attempt,(+5),19.0,
